log_loss,brier,auc,event_rate,arrivals,events,control,target,fixed_auc,fixed_brier,real_auc,real_brier,auc_gap_vs_fixed,auc_gap_vs_real,brier_gain_vs_fixed
0.07487974160485127,0.01590052238488062,0.7689053989519126,0.01721172962689899,2145746,36932,real_action,cancellation,0.7396994221834268,0.0160133970167619,0.7689053989519126,0.01590052238488062,0.029205976768485797,0.0,0.00011287463188127886
0.26492859248278666,0.07273325799889652,0.726177596708241,0.08828631161376976,2145746,189440,real_action,long_arrival_delay,0.7177401850667664,0.0738909510130112,0.726177596708241,0.07273325799889652,0.008437411641474601,0.0,0.001157693014114683
0.07640525621470023,0.016003940402784158,0.7475198222166201,0.01721172962689899,2145746,36932,airport_rotated_action,cancellation,0.7396994221834268,0.0160133970167619,0.7689053989519126,0.01590052238488062,0.007820400033193287,-0.02138557673529251,9.456613977741612e-06
0.26845996163172703,0.07383256532566544,0.7196756426749366,0.08828631161376976,2145746,189440,airport_rotated_action,long_arrival_delay,0.7177401850667664,0.0738909510130112,0.726177596708241,0.07273325799889652,0.0019354576081701547,-0.006501954033304447,5.8385687345757775e-05
0.0768707951870706,0.016022365237329972,0.7392046048584927,0.01721172962689899,2145746,36932,airport_reversed_action,cancellation,0.7396994221834268,0.0160133970167619,0.7689053989519126,0.01590052238488062,-0.0004948173249340604,-0.029700794093419858,-8.96822056807231e-06
0.26888464101719267,0.07390364171672624,0.7176103129210288,0.08828631161376976,2145746,189440,airport_reversed_action,long_arrival_delay,0.7177401850667664,0.0738909510130112,0.726177596708241,0.07273325799889652,-0.000129872145737564,-0.008567283787212165,-1.269070371504033e-05
