artifact,bytes,dataset,date,records,status,url,year
data/raw/faa_atcscc_advisories/2024_07/parsed_20240702.csv,409,FAA ATCSCC advisories,2024-07-02,2,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240703.csv,1078,FAA ATCSCC advisories,2024-07-03,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240704.csv,1908,FAA ATCSCC advisories,2024-07-04,11,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240708.csv,1096,FAA ATCSCC advisories,2024-07-08,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240705.csv,3416,FAA ATCSCC advisories,2024-07-05,20,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240701.csv,3365,FAA ATCSCC advisories,2024-07-01,20,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240706.csv,4607,FAA ATCSCC advisories,2024-07-06,27,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240709.csv,1906,FAA ATCSCC advisories,2024-07-09,11,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240707.csv,3739,FAA ATCSCC advisories,2024-07-07,22,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240711.csv,2057,FAA ATCSCC advisories,2024-07-11,12,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240710.csv,4060,FAA ATCSCC advisories,2024-07-10,24,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240712.csv,3930,FAA ATCSCC advisories,2024-07-12,23,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240713.csv,3361,FAA ATCSCC advisories,2024-07-13,20,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240714.csv,6268,FAA ATCSCC advisories,2024-07-14,37,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240715.csv,5069,FAA ATCSCC advisories,2024-07-15,30,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240716.csv,6722,FAA ATCSCC advisories,2024-07-16,40,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240720.csv,1841,FAA ATCSCC advisories,2024-07-20,11,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240721.csv,2565,FAA ATCSCC advisories,2024-07-21,15,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240723.csv,2385,FAA ATCSCC advisories,2024-07-23,14,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240719.csv,7304,FAA ATCSCC advisories,2024-07-19,45,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240726.csv,912,FAA ATCSCC advisories,2024-07-26,5,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240718.csv,8744,FAA ATCSCC advisories,2024-07-18,52,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240722.csv,6099,FAA ATCSCC advisories,2024-07-22,36,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240725.csv,2891,FAA ATCSCC advisories,2024-07-25,17,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240717.csv,12968,FAA ATCSCC advisories,2024-07-17,77,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240727.csv,915,FAA ATCSCC advisories,2024-07-27,5,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240724.csv,3928,FAA ATCSCC advisories,2024-07-24,23,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240728.csv,3044,FAA ATCSCC advisories,2024-07-28,18,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_07/parsed_20240729.csv,2405,FAA ATCSCC advisories,2024-07-29,14,downloaded,https://www.fly.faa.gov/adv/adv_list,
