airport,artifact,bytes,dataset,month,station,status,url,year
LAX,data/raw/iem_asos_neighbors/iem_asos_2025_11_LAX_TOA.csv,32261,IEM ASOS,11,TOA,cached,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py,2025
LGA,data/raw/iem_asos_neighbors/iem_asos_2025_11_LGA_NYC.csv,57892,IEM ASOS,11,NYC,cached,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py,2025
LGA,data/raw/iem_asos_neighbors/iem_asos_2025_11_LGA_JRB.csv,57736,IEM ASOS,11,JRB,cached,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py,2025
LGA,data/raw/iem_asos_neighbors/iem_asos_2025_11_LGA_TEB.csv,58430,IEM ASOS,11,TEB,cached,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py,2025
ORD,data/raw/iem_asos_neighbors/iem_asos_2025_11_ORD_PWK.csv,60052,IEM ASOS,11,PWK,cached,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py,2025
ORD,data/raw/iem_asos_neighbors/iem_asos_2025_11_ORD_MDW.csv,62452,IEM ASOS,11,MDW,cached,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py,2025
ORD,data/raw/iem_asos_neighbors/iem_asos_2025_11_ORD_06C.csv,60431,IEM ASOS,11,06C,cached,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py,2025
SFO,data/raw/iem_asos_neighbors/iem_asos_2025_11_SFO_HAF.csv,58378,IEM ASOS,11,HAF,cached,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py,2025
SFO,data/raw/iem_asos_neighbors/iem_asos_2025_11_SFO_SQL.csv,47494,IEM ASOS,11,SQL,cached,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py,2025
SFO,data/raw/iem_asos_neighbors/iem_asos_2025_11_SFO_OAK.csv,60924,IEM ASOS,11,OAK,cached,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py,2025

