artifact,bytes,dataset,date,records,status,url,year
data/raw/faa_atcscc_advisories/2024_06/parsed_20240602.csv,2228,FAA ATCSCC advisories,2024-06-02,13,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240604.csv,1749,FAA ATCSCC advisories,2024-06-04,10,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240603.csv,1741,FAA ATCSCC advisories,2024-06-03,10,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240601.csv,2344,FAA ATCSCC advisories,2024-06-01,14,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240610.csv,1090,FAA ATCSCC advisories,2024-06-10,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240608.csv,1576,FAA ATCSCC advisories,2024-06-08,9,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240606.csv,3906,FAA ATCSCC advisories,2024-06-06,23,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240609.csv,1735,FAA ATCSCC advisories,2024-06-09,10,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240605.csv,5703,FAA ATCSCC advisories,2024-06-05,34,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240607.csv,2208,FAA ATCSCC advisories,2024-06-07,13,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240615.csv,883,FAA ATCSCC advisories,2024-06-15,5,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240611.csv,4261,FAA ATCSCC advisories,2024-06-11,25,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240612.csv,3247,FAA ATCSCC advisories,2024-06-12,19,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240613.csv,3881,FAA ATCSCC advisories,2024-06-13,23,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240618.csv,1238,FAA ATCSCC advisories,2024-06-18,7,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240616.csv,2058,FAA ATCSCC advisories,2024-06-16,12,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240614.csv,4437,FAA ATCSCC advisories,2024-06-14,26,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240619.csv,2717,FAA ATCSCC advisories,2024-06-19,16,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240617.csv,1756,FAA ATCSCC advisories,2024-06-17,10,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240620.csv,3094,FAA ATCSCC advisories,2024-06-20,18,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240621.csv,4085,FAA ATCSCC advisories,2024-06-21,24,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240625.csv,1924,FAA ATCSCC advisories,2024-06-25,11,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240624.csv,2208,FAA ATCSCC advisories,2024-06-24,13,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240622.csv,4284,FAA ATCSCC advisories,2024-06-22,25,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240623.csv,3736,FAA ATCSCC advisories,2024-06-23,22,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240628.csv,2545,FAA ATCSCC advisories,2024-06-28,15,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240626.csv,4108,FAA ATCSCC advisories,2024-06-26,24,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240627.csv,7988,FAA ATCSCC advisories,2024-06-27,48,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240629.csv,2342,FAA ATCSCC advisories,2024-06-29,14,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_06/parsed_20240630.csv,8302,FAA ATCSCC advisories,2024-06-30,49,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/faa_atcscc_gdp_gs_reparsed_2024_v2.csv,400929,FAA ATCSCC advisories combined,,2429,parsed,https://www.fly.faa.gov/adv/adv_list,2024
data/raw/faa_atcscc_advisories/faa_atcscc_errors_reparsed_2024_v2.csv,28,FAA ATCSCC advisory parse errors,,0,parsed,https://www.fly.faa.gov/adv/adv_list,2024

