artifact,bytes,dataset,date,records,status,url,year
data/raw/faa_atcscc_advisories/2024_09/parsed_20240903.csv,727,FAA ATCSCC advisories,2024-09-03,4,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240905.csv,1089,FAA ATCSCC advisories,2024-09-05,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240906.csv,918,FAA ATCSCC advisories,2024-09-06,5,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240901.csv,1562,FAA ATCSCC advisories,2024-09-01,9,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240904.csv,1578,FAA ATCSCC advisories,2024-09-04,9,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240909.csv,81,FAA ATCSCC advisories,2024-09-09,0,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240910.csv,735,FAA ATCSCC advisories,2024-09-10,4,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240907.csv,1062,FAA ATCSCC advisories,2024-09-07,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240902.csv,2868,FAA ATCSCC advisories,2024-09-02,17,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240908.csv,1256,FAA ATCSCC advisories,2024-09-08,7,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240914.csv,409,FAA ATCSCC advisories,2024-09-14,2,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240913.csv,1058,FAA ATCSCC advisories,2024-09-13,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240911.csv,1388,FAA ATCSCC advisories,2024-09-11,8,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240912.csv,1247,FAA ATCSCC advisories,2024-09-12,7,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240917.csv,567,FAA ATCSCC advisories,2024-09-17,3,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240915.csv,1237,FAA ATCSCC advisories,2024-09-15,7,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240916.csv,1065,FAA ATCSCC advisories,2024-09-16,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240919.csv,904,FAA ATCSCC advisories,2024-09-19,5,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240921.csv,1245,FAA ATCSCC advisories,2024-09-21,7,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240920.csv,1549,FAA ATCSCC advisories,2024-09-20,9,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240918.csv,1860,FAA ATCSCC advisories,2024-09-18,11,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240923.csv,1544,FAA ATCSCC advisories,2024-09-23,9,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240924.csv,1251,FAA ATCSCC advisories,2024-09-24,7,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240922.csv,2191,FAA ATCSCC advisories,2024-09-22,13,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240926.csv,1253,FAA ATCSCC advisories,2024-09-26,7,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240925.csv,1748,FAA ATCSCC advisories,2024-09-25,10,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240927.csv,2360,FAA ATCSCC advisories,2024-09-27,14,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240930.csv,753,FAA ATCSCC advisories,2024-09-30,4,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240928.csv,2386,FAA ATCSCC advisories,2024-09-28,14,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_09/parsed_20240929.csv,2749,FAA ATCSCC advisories,2024-09-29,16,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/faa_atcscc_gdp_gs_reparsed_2024_v2.csv,687622,FAA ATCSCC advisories combined,,4155,parsed,https://www.fly.faa.gov/adv/adv_list,2024
data/raw/faa_atcscc_advisories/faa_atcscc_errors_reparsed_2024_v2.csv,28,FAA ATCSCC advisory parse errors,,0,parsed,https://www.fly.faa.gov/adv/adv_list,2024

