airport,artifact,bytes,dataset,month,station,status,url,year
ATL,data/raw/iem_asos_neighbors/iem_asos_2025_07_ATL_HMP.csv,61545,IEM ASOS,7,HMP,downloaded,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py?station=HMP&data=tmpf&data=dwpf&data=sknt&data=drct&data=vsby&data=skyc1&data=skyl1&year1=2025&month1=7&day1=1&year2=2025&month2=8&day2=1&tz=Etc%2FUTC&format=onlycomma&latlon=yes&elev=yes&missing=M&trace=T&direct=yes&report_type=3,2025
CLT,data/raw/iem_asos_neighbors/iem_asos_2025_07_CLT_AKH.csv,60882,IEM ASOS,7,AKH,downloaded,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py?station=AKH&data=tmpf&data=dwpf&data=sknt&data=drct&data=vsby&data=skyc1&data=skyl1&year1=2025&month1=7&day1=1&year2=2025&month2=8&day2=1&tz=Etc%2FUTC&format=onlycomma&latlon=yes&elev=yes&missing=M&trace=T&direct=yes&report_type=3,2025
CLT,data/raw/iem_asos_neighbors/iem_asos_2025_07_CLT_UZA.csv,61014,IEM ASOS,7,UZA,downloaded,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py?station=UZA&data=tmpf&data=dwpf&data=sknt&data=drct&data=vsby&data=skyc1&data=skyl1&year1=2025&month1=7&day1=1&year2=2025&month2=8&day2=1&tz=Etc%2FUTC&format=onlycomma&latlon=yes&elev=yes&missing=M&trace=T&direct=yes&report_type=3,2025
CLT,data/raw/iem_asos_neighbors/iem_asos_2025_07_CLT_JQF.csv,56271,IEM ASOS,7,JQF,downloaded,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py?station=JQF&data=tmpf&data=dwpf&data=sknt&data=drct&data=vsby&data=skyc1&data=skyl1&year1=2025&month1=7&day1=1&year2=2025&month2=8&day2=1&tz=Etc%2FUTC&format=onlycomma&latlon=yes&elev=yes&missing=M&trace=T&direct=yes&report_type=3,2025
DEN,data/raw/iem_asos_neighbors/iem_asos_2025_07_DEN_CFO.csv,53094,IEM ASOS,7,CFO,downloaded,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py?station=CFO&data=tmpf&data=dwpf&data=sknt&data=drct&data=vsby&data=skyc1&data=skyl1&year1=2025&month1=7&day1=1&year2=2025&month2=8&day2=1&tz=Etc%2FUTC&format=onlycomma&latlon=yes&elev=yes&missing=M&trace=T&direct=yes&report_type=3,2025
DEN,data/raw/iem_asos_neighbors/iem_asos_2025_07_DEN_BKF.csv,65486,IEM ASOS,7,BKF,downloaded,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py?station=BKF&data=tmpf&data=dwpf&data=sknt&data=drct&data=vsby&data=skyc1&data=skyl1&year1=2025&month1=7&day1=1&year2=2025&month2=8&day2=1&tz=Etc%2FUTC&format=onlycomma&latlon=yes&elev=yes&missing=M&trace=T&direct=yes&report_type=3,2025
DEN,data/raw/iem_asos_neighbors/iem_asos_2025_07_DEN_APA.csv,66252,IEM ASOS,7,APA,downloaded,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py?station=APA&data=tmpf&data=dwpf&data=sknt&data=drct&data=vsby&data=skyc1&data=skyl1&year1=2025&month1=7&day1=1&year2=2025&month2=8&day2=1&tz=Etc%2FUTC&format=onlycomma&latlon=yes&elev=yes&missing=M&trace=T&direct=yes&report_type=3,2025
DFW,data/raw/iem_asos_neighbors/iem_asos_2025_07_DFW_DAL.csv,64611,IEM ASOS,7,DAL,downloaded,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py?station=DAL&data=tmpf&data=dwpf&data=sknt&data=drct&data=vsby&data=skyc1&data=skyl1&year1=2025&month1=7&day1=1&year2=2025&month2=8&day2=1&tz=Etc%2FUTC&format=onlycomma&latlon=yes&elev=yes&missing=M&trace=T&direct=yes&report_type=3,2025
DFW,data/raw/iem_asos_neighbors/iem_asos_2025_07_DFW_ADS.csv,60908,IEM ASOS,7,ADS,downloaded,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py?station=ADS&data=tmpf&data=dwpf&data=sknt&data=drct&data=vsby&data=skyc1&data=skyl1&year1=2025&month1=7&day1=1&year2=2025&month2=8&day2=1&tz=Etc%2FUTC&format=onlycomma&latlon=yes&elev=yes&missing=M&trace=T&direct=yes&report_type=3,2025
DFW,data/raw/iem_asos_neighbors/iem_asos_2025_07_DFW_GPM.csv,61871,IEM ASOS,7,GPM,downloaded,https://mesonet.agron.iastate.edu/cgi-bin/request/asos.py?station=GPM&data=tmpf&data=dwpf&data=sknt&data=drct&data=vsby&data=skyc1&data=skyl1&year1=2025&month1=7&day1=1&year2=2025&month2=8&day2=1&tz=Etc%2FUTC&format=onlycomma&latlon=yes&elev=yes&missing=M&trace=T&direct=yes&report_type=3,2025
