artifact,bytes,dataset,month,status,url,year
data/raw/bts_on_time/bts_on_time_2024_04.zip,28540589,BTS On-Time Performance,4,downloaded,https://transtats.bts.gov/PREZIP/On_Time_Reporting_Carrier_On_Time_Performance_1987_present_2024_4.zip,2024

