artifact,bytes,dataset,month,status,url,year
data/raw/bts_on_time/bts_on_time_2024_01.zip,27573265,BTS On-Time Performance,1,cached,https://transtats.bts.gov/PREZIP/On_Time_Reporting_Carrier_On_Time_Performance_1987_present_2024_1.zip,2024

