artifact,bytes,dataset,date,records,status,url,year
data/raw/faa_atcscc_advisories/2024_03/parsed_20240301.csv,883,FAA ATCSCC advisories,2024-03-01,5,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240304.csv,918,FAA ATCSCC advisories,2024-03-04,5,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240306.csv,1255,FAA ATCSCC advisories,2024-03-06,7,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240305.csv,2238,FAA ATCSCC advisories,2024-03-05,13,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240302.csv,2672,FAA ATCSCC advisories,2024-03-02,16,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240303.csv,3538,FAA ATCSCC advisories,2024-03-03,21,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240308.csv,1743,FAA ATCSCC advisories,2024-03-08,10,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240310.csv,1557,FAA ATCSCC advisories,2024-03-10,9,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240312.csv,1062,FAA ATCSCC advisories,2024-03-12,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240311.csv,1375,FAA ATCSCC advisories,2024-03-11,8,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240313.csv,745,FAA ATCSCC advisories,2024-03-13,4,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240309.csv,3406,FAA ATCSCC advisories,2024-03-09,20,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240307.csv,3384,FAA ATCSCC advisories,2024-03-07,20,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240314.csv,1886,FAA ATCSCC advisories,2024-03-14,11,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240319.csv,1080,FAA ATCSCC advisories,2024-03-19,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240317.csv,1851,FAA ATCSCC advisories,2024-03-17,11,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240316.csv,2721,FAA ATCSCC advisories,2024-03-16,16,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240320.csv,1052,FAA ATCSCC advisories,2024-03-20,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240318.csv,2826,FAA ATCSCC advisories,2024-03-18,17,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240321.csv,2223,FAA ATCSCC advisories,2024-03-21,13,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240322.csv,1882,FAA ATCSCC advisories,2024-03-22,11,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240325.csv,578,FAA ATCSCC advisories,2024-03-25,3,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240315.csv,4423,FAA ATCSCC advisories,2024-03-15,26,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240324.csv,1701,FAA ATCSCC advisories,2024-03-24,10,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240326.csv,1239,FAA ATCSCC advisories,2024-03-26,7,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240328.csv,1393,FAA ATCSCC advisories,2024-03-28,8,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240329.csv,1049,FAA ATCSCC advisories,2024-03-29,6,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240330.csv,901,FAA ATCSCC advisories,2024-03-30,5,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240331.csv,754,FAA ATCSCC advisories,2024-03-31,4,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240327.csv,3921,FAA ATCSCC advisories,2024-03-27,23,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_03/parsed_20240323.csv,4964,FAA ATCSCC advisories,2024-03-23,30,downloaded,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/faa_atcscc_gdp_gs_reparsed_2024_v2.csv,147305,FAA ATCSCC advisories combined,,897,parsed,https://www.fly.faa.gov/adv/adv_list,2024
data/raw/faa_atcscc_advisories/faa_atcscc_errors_reparsed_2024_v2.csv,28,FAA ATCSCC advisory parse errors,,0,parsed,https://www.fly.faa.gov/adv/adv_list,2024

