artifact,bytes,dataset,month,status,url,year
data/raw/bts_on_time/bts_on_time_2024_08.zip,30854511,BTS On-Time Performance,8,downloaded,https://transtats.bts.gov/PREZIP/On_Time_Reporting_Carrier_On_Time_Performance_1987_present_2024_8.zip,2024

