artifact,bytes,dataset,date,records,status,url,year
data/raw/faa_atcscc_advisories/2024_02/parsed_20240201.csv,924,FAA ATCSCC advisories,2024-02-01,5,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240204.csv,4196,FAA ATCSCC advisories,2024-02-04,25,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240203.csv,1379,FAA ATCSCC advisories,2024-02-03,8,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240205.csv,1227,FAA ATCSCC advisories,2024-02-05,7,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240202.csv,584,FAA ATCSCC advisories,2024-02-02,3,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240206.csv,735,FAA ATCSCC advisories,2024-02-06,4,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240207.csv,725,FAA ATCSCC advisories,2024-02-07,4,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240209.csv,755,FAA ATCSCC advisories,2024-02-09,4,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240212.csv,250,FAA ATCSCC advisories,2024-02-12,1,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240210.csv,1390,FAA ATCSCC advisories,2024-02-10,8,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240211.csv,581,FAA ATCSCC advisories,2024-02-11,3,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240208.csv,2079,FAA ATCSCC advisories,2024-02-08,12,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240213.csv,426,FAA ATCSCC advisories,2024-02-13,2,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240216.csv,1739,FAA ATCSCC advisories,2024-02-16,10,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240215.csv,2234,FAA ATCSCC advisories,2024-02-15,13,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240214.csv,250,FAA ATCSCC advisories,2024-02-14,1,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240217.csv,3818,FAA ATCSCC advisories,2024-02-17,23,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240219.csv,1565,FAA ATCSCC advisories,2024-02-19,9,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240218.csv,2417,FAA ATCSCC advisories,2024-02-18,14,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240221.csv,410,FAA ATCSCC advisories,2024-02-21,2,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240220.csv,587,FAA ATCSCC advisories,2024-02-20,3,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240225.csv,735,FAA ATCSCC advisories,2024-02-25,4,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240223.csv,916,FAA ATCSCC advisories,2024-02-23,5,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240222.csv,572,FAA ATCSCC advisories,2024-02-22,3,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240224.csv,578,FAA ATCSCC advisories,2024-02-24,3,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240227.csv,2884,FAA ATCSCC advisories,2024-02-27,17,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240226.csv,895,FAA ATCSCC advisories,2024-02-26,5,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240228.csv,2546,FAA ATCSCC advisories,2024-02-28,15,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_02/parsed_20240229.csv,574,FAA ATCSCC advisories,2024-02-29,3,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/faa_atcscc_gdp_gs_reparsed_2024_v2.csv,88596,FAA ATCSCC advisories combined,,540,parsed,https://www.fly.faa.gov/adv/adv_list,2024
data/raw/faa_atcscc_advisories/faa_atcscc_errors_reparsed_2024_v2.csv,28,FAA ATCSCC advisory parse errors,,0,parsed,https://www.fly.faa.gov/adv/adv_list,2024

