artifact,bytes,dataset,month,status,url,year
data/raw/bts_on_time/bts_on_time_2024_07.zip,34427174,BTS On-Time Performance,7,cached,https://transtats.bts.gov/PREZIP/On_Time_Reporting_Carrier_On_Time_Performance_1987_present_2024_7.zip,2024

