artifact,bytes,dataset,date,records,status,url,year
data/raw/faa_atcscc_advisories/2024_11/parsed_20241101.csv,399,FAA ATCSCC advisories,2024-11-01,2,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241102.csv,81,FAA ATCSCC advisories,2024-11-02,0,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241107.csv,5901,FAA ATCSCC advisories,2024-11-07,36,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241105.csv,2223,FAA ATCSCC advisories,2024-11-05,13,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241104.csv,1751,FAA ATCSCC advisories,2024-11-04,10,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241103.csv,1055,FAA ATCSCC advisories,2024-11-03,6,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241106.csv,1686,FAA ATCSCC advisories,2024-11-06,10,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241109.csv,739,FAA ATCSCC advisories,2024-11-09,4,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241112.csv,81,FAA ATCSCC advisories,2024-11-12,0,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241108.csv,2538,FAA ATCSCC advisories,2024-11-08,15,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241110.csv,1380,FAA ATCSCC advisories,2024-11-10,8,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241111.csv,1230,FAA ATCSCC advisories,2024-11-11,7,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241114.csv,918,FAA ATCSCC advisories,2024-11-14,5,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241115.csv,768,FAA ATCSCC advisories,2024-11-15,4,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241113.csv,1228,FAA ATCSCC advisories,2024-11-13,7,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241118.csv,1249,FAA ATCSCC advisories,2024-11-18,7,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241117.csv,920,FAA ATCSCC advisories,2024-11-17,5,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241116.csv,1035,FAA ATCSCC advisories,2024-11-16,6,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241119.csv,404,FAA ATCSCC advisories,2024-11-19,2,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241120.csv,1424,FAA ATCSCC advisories,2024-11-20,8,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241122.csv,2856,FAA ATCSCC advisories,2024-11-22,17,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241123.csv,743,FAA ATCSCC advisories,2024-11-23,4,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241121.csv,4160,FAA ATCSCC advisories,2024-11-21,25,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241124.csv,1397,FAA ATCSCC advisories,2024-11-24,8,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241126.csv,733,FAA ATCSCC advisories,2024-11-26,4,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241125.csv,2025,FAA ATCSCC advisories,2024-11-25,12,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241127.csv,759,FAA ATCSCC advisories,2024-11-27,4,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241129.csv,240,FAA ATCSCC advisories,2024-11-29,1,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241130.csv,865,FAA ATCSCC advisories,2024-11-30,5,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_11/parsed_20241128.csv,907,FAA ATCSCC advisories,2024-11-28,5,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/faa_atcscc_gdp_gs_reparsed_2024_v2.csv,756321,FAA ATCSCC advisories combined,,4574,parsed,https://www.fly.faa.gov/adv/adv_list,2024
data/raw/faa_atcscc_advisories/faa_atcscc_errors_reparsed_2024_v2.csv,28,FAA ATCSCC advisory parse errors,,0,parsed,https://www.fly.faa.gov/adv/adv_list,2024

