artifact,bytes,dataset,date,records,status,url,year
data/raw/faa_atcscc_advisories/2024_01/parsed_20240101.csv,1041,FAA ATCSCC advisories,2024-01-01,6,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240107.csv,1714,FAA ATCSCC advisories,2024-01-07,10,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240102.csv,2346,FAA ATCSCC advisories,2024-01-02,14,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240106.csv,1576,FAA ATCSCC advisories,2024-01-06,9,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240104.csv,899,FAA ATCSCC advisories,2024-01-04,5,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240103.csv,726,FAA ATCSCC advisories,2024-01-03,4,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240105.csv,249,FAA ATCSCC advisories,2024-01-05,1,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240108.csv,2867,FAA ATCSCC advisories,2024-01-08,17,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240109.csv,7903,FAA ATCSCC advisories,2024-01-09,48,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240111.csv,571,FAA ATCSCC advisories,2024-01-11,3,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240112.csv,2692,FAA ATCSCC advisories,2024-01-12,16,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240110.csv,3146,FAA ATCSCC advisories,2024-01-10,19,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240113.csv,2072,FAA ATCSCC advisories,2024-01-13,12,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240114.csv,1033,FAA ATCSCC advisories,2024-01-14,6,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240115.csv,3453,FAA ATCSCC advisories,2024-01-15,21,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240116.csv,5077,FAA ATCSCC advisories,2024-01-16,31,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240117.csv,886,FAA ATCSCC advisories,2024-01-17,5,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240119.csv,2372,FAA ATCSCC advisories,2024-01-19,14,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240118.csv,250,FAA ATCSCC advisories,2024-01-18,1,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240121.csv,578,FAA ATCSCC advisories,2024-01-21,3,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240120.csv,575,FAA ATCSCC advisories,2024-01-20,3,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240122.csv,1586,FAA ATCSCC advisories,2024-01-22,9,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240123.csv,2712,FAA ATCSCC advisories,2024-01-23,16,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240124.csv,3579,FAA ATCSCC advisories,2024-01-24,21,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240125.csv,1578,FAA ATCSCC advisories,2024-01-25,9,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240127.csv,573,FAA ATCSCC advisories,2024-01-27,3,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240126.csv,1072,FAA ATCSCC advisories,2024-01-26,6,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240128.csv,1541,FAA ATCSCC advisories,2024-01-28,9,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240129.csv,250,FAA ATCSCC advisories,2024-01-29,1,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240130.csv,250,FAA ATCSCC advisories,2024-01-30,1,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/2024_01/parsed_20240131.csv,237,FAA ATCSCC advisories,2024-01-31,1,cached,https://www.fly.faa.gov/adv/adv_list,
data/raw/faa_atcscc_advisories/faa_atcscc_gdp_gs_reparsed_2024_v2.csv,827580,FAA ATCSCC advisories combined,,5009,parsed,https://www.fly.faa.gov/adv/adv_list,2024
data/raw/faa_atcscc_advisories/faa_atcscc_errors_reparsed_2024_v2.csv,28,FAA ATCSCC advisory parse errors,,0,parsed,https://www.fly.faa.gov/adv/adv_list,2024

